Tapix's enriched data,,,,,,,,,,,,,,,,,,,,,,
shopUid,merchantUid,name,shopType,categoryName,categoryLogo,tags,street,city ,zip ,country ,coordinatesType,lat,long,url,googlePlaceId,logo,co2FootprintValue,co2FootprintUnit,transactionTimestamp,sourceId,amount,currency
mqHZOvtJLIpG62RJy1ylYe,ArVVal7zjZ3hlKeA4PAZEY,IKEA,bricks,House And Garden,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/144/l,"{""Home Accessories"",""Household Goods"",Furniture,""Household Equipment""}",Biķeru iela 2,Dreiliņi,2130,LV,rooftop,56.9547673,24.2550298,https://www.ikea.com,https://www.google.com/maps/place/?q=place_id:ChIJo41GjJPN7kYRxtIoPFQNET4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/ArVVal7zjZ3hlKeA4PAZEY/l,0.58,kg,2024-03-09T15:01:00.789+03:00,5ffeaa02de2d83503edef72735dfc5bb108c2a8598f1ca670f7aece37a5e9374,1.3,EUR
rlPY7kpDD0qhMAJyDXvY1d,WJjyR5epnpDh59ykp0XleV,Western Union,online,Financial Services,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/152/l,"{""Shopping Online"",""Various Financial Services"",""Online Financial Services""}",,,,CH,,,,https://www.westernunion.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/WJjyR5epnpDh59ykp0XleV/l,4.24,kg,2023-02-06T14:04:00.567+02:00,1f2c9fed9fe9a125416e4309f4a03f8abf6059744df37fab297933f49408fa83,103.9,EUR
xPfCwY0csSo2INDQUzpa1M,M9lAoNA0NpcmGJ21gveV3,Apple Store,bricks,Electronics,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/145/l,"{""Electronics Goods"",Apple,""Pc And Accessories"",""Mobile Phones And Accessories""}",North Tantau Avenue 10600,Cupertino,95014,US,rooftop,37.332773,-122.0053844,https://www.apple.com,https://www.google.com/maps/place/?q=place_id:ChIJ0aPn18W1j4ARgC9zTSPeQRc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/M9lAoNA0NpcmGJ21gveV3/l,20.94,kg,2024-12-31T07:05:00.789-04:00,23d5135bbbfa564f6959541fa2d7f569929f652d8ea8c3f607e5e50de2eca271,38.55,EUR
93MNKBKJ0jEunoXkA580am,9nzAVneQealcdjAKaGnMmB,Yves Rocher,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery"",""Natural Cosmetics"",Sustainable}",Nitrianska 7555/18,Piešťany 1,92101,SK,rooftop,48.58833,17.833502,https://yves-rocher.sk,https://www.google.com/maps/place/?q=place_id:ChIJhWy644VUa0cRLiqXCaqoAI4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/9nzAVneQealcdjAKaGnMmB/l,2.71,kg,2023-01-24T14:08:00.123+02:00,b748138334316e73a6f4f124fe3fab591cac3a4db63c5da0d6e89794be40d6b0,32.05,EUR
mzzKWkbP7jpUVpREgeqr8Q,7e8A5naZYkPTJPgvjPyogq,Shell,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,"{""Gas Station""}",Kinoole Street 2200,Hilo,96720,US,rooftop,19.6843503,-155.0694535,https://www.shell.us,https://www.google.com/maps/place/?q=place_id:ChIJS2dG0RhLUnkRTijXZEuz7rw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/7e8A5naZYkPTJPgvjPyogq/l,109.91,kg,2024-04-04T07:06:00.789-04:00,490b69275367f8284850fd7e7016e8740155107ac32dd4b882ba183868361663,52.35,EUR
9KOSsfWWoMPuzkxak4EKdJ,v572v20kdAEFKgkdvBEnvE,Samsung,bricks,Electronics,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/145/l,"{""Electronics Goods"",""Mobile Phones And Accessories"",Sustainable}",Am Kronberger Hang 6,Schwalbach am Taunus,65824,DE,rooftop,50.1608333,8.5355556,https://www.samsung.com,https://www.google.com/maps/place/?q=place_id:ChIJR159L6ynvUcRslxrxLmJlNA,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/v572v20kdAEFKgkdvBEnvE/l,2.96,kg,2023-10-27T14:11:00.456+02:00,9babab30348f10d59624c5d0e7992d72bcdd82a1005ce67182c04ef7e60f54e0,11,EUR
a1e7dedbff68403bacba50,eqjpgyPkaG7iAb4PqBgQob,Primark,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",High Road,London,N22 6YQ,GB,rooftop,51.5946541,-0.109476,https://www.primark.com,https://www.google.com/maps/place/?q=place_id:ChIJt2hXsTscdkgRrvZwnoskZbY,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eqjpgyPkaG7iAb4PqBgQob/l,3.27,kg,2024-05-01T12:09:00.321+01:00,6053db093b643aec1773f71cdffa86282e2ce5e6b17df70735c64c913d200a79,8.45,EUR
R7ARR7eXKX1iZZvqprPaR4,W3b37YbepQZc0b1ElvWlaR,Starbucks,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,{Cafe},Mile End Road 389,London,E34QS,GB,rooftop,51.5251259,-0.0353305,https://www.starbucks.co.uk,https://www.google.com/maps/place/?q=place_id:ChIJEcvB_S8ddkgRPuyF2tzz56w,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/W3b37YbepQZc0b1ElvWlaR/l,0.55,kg,2023-11-11T12:10:00.321+01:00,c05e452e7f89a45f3908ffdbf2420781fd1ecd8ee4a5a99a586c83b6e2dd0c84,3.95,EUR
AMzymVlzqvyCpboYm0r9dy,Vrd7VDPyZ0oFVeZ3RZZDWo,HORNBACH,bricks,House And Garden,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/144/l,"{""Hobby Shop"",Tools,Reconstruction}",Calea Surii Mari 37,Sibiu,550089,RO,rooftop,45.82074,24.149206,https://www.hornbach.ro,https://www.google.com/maps/place/?q=place_id:ChIJFRGWAM1nTEcRysfk2SrgqJI,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Vrd7VDPyZ0oFVeZ3RZZDWo/l,32.29,kg,2024-06-03T14:40:00.123+02:00,3928f01a79b0ac826ee89fad8c552f949c2bc04660948666e3480b89c421adca,72,EUR
RoMGP9KzkVzUN212vAL4MG,D4RL4gkvv73F3KZnPNzJab,Dr.Max,bricks,Health,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/155/l,{Pharmacy},Strada Buzești 75-77,București,11013,RO,rooftop,44.450444,26.0836002,https://www.drmax.ro/,https://www.google.com/maps/place/?q=place_id:ChIJWYajK_kBskARwaCvZMN_Hxs,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/D4RL4gkvv73F3KZnPNzJab/l,2.15,kg,2023-07-26T14:41:00.123+02:00,f80984435c9984a506117a27996fe1d81edc386084387449bcebd0a8f3509144,15.1,EUR
MEJbNynrn4NcEpVdagMlJB,DZKqmVjvGN8i9rlbJP91vj,FC Barcelona,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{""Sports Events / Races""}",Carrer d'Arístides Maillol s/n,Barcelona,8028,ES,rooftop,41.3802272,2.1208242,https://www.fcbarcelona.com,https://www.google.com/maps/place/?q=place_id:ChIJxx8ZBfaYpBIRkDaBJmT9wd4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/DZKqmVjvGN8i9rlbJP91vj/l,1.66,kg,2024-09-14T14:50:00.654+02:00,b3af3d68ebdeab6acffbad27aad94b67289de04eca6891483bac18bb57604ced,6.75,EUR
q8p8B1yoR8mS4evGLq5RE1,4a5XDNEgL4LU9eBnLoYBGW,OBI,bricks,House And Garden,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/144/l,"{""Hobby Shop"",Tools,Reconstruction}",Via Gian Paolo Gamerra 46,Livorno,57128,IT,rooftop,43.5293411,10.3306634,https://www.obi.com,https://www.google.com/maps/place/?q=place_id:ChIJZS2Nij7p1RIRYW6WYZnY97c,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/4a5XDNEgL4LU9eBnLoYBGW/l,64.29,kg,2023-02-08T14:37:00.678+02:00,6910b3f89354043177747a8b5b7fbe61418380620a1954ed0c06577e4273d3e2,192.9,EUR
b6odlh9Kiluw4Tf7DsK7x4,JMzLlKXk5MrsW9E27ed3aq,Hudson News,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Consumer Goods - Mix""}",Montanero Avenue 17044,Carson,90746,US,rooftop,33.8773451,-118.2551207,https://www.hudsongroup.com,https://www.google.com/maps/place/?q=place_id:ChIJqYWAHN_KwoAR5_DODS8ML4Q,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/JMzLlKXk5MrsW9E27ed3aq/l,69.17,kg,2024-02-20T07:07:00.789-04:00,1f72c9eac7033ca4beec775b35f18e6f054743412b72789b3849e04893a4119e,149.5,EUR
YEgkkJqdDXDCpEVbkqeyJo,4pPvAJdAbKJsnzAWkqWd0p,RELAY,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Tobacco And Smoking Supplies"",""News Stand""}",Aéroport Nice Côte d'Azur,Nice,6206,FR,rooftop,43.66069,7.205574,https://www.relay.com,https://www.google.com/maps/place/?q=place_id:ChIJbYn23RXRzRIRMXh5tuzOwIg,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/4pPvAJdAbKJsnzAWkqWd0p/l,19.81,kg,2023-04-22T14:23:00.876+02:00,f526b49f76ef01ca66721c1681cb6e45effe7e9c29082a241ca166b303b269a7,97.2,EUR
VaDE9FsSttmrETdFBawiht,Y97jlLNk0GXS3WJYA0MA7D,Lidl,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,{Hyper-Supermarket},Sibyllegatan 8,Stockholm,114 42,SE,rooftop,59.33632,18.08015,https://www.lidl.se,https://www.google.com/maps/place/?q=place_id:ChIJf4DeCzydX0YRLSGp2R67ids,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Y97jlLNk0GXS3WJYA0MA7D/l,0.4,kg,2023-01-13T14:17:00.543+02:00,fef58917c71deac037dc0cd7fc6b959916d69a60adcf9e9735f48499c57563a6,1.2,EUR
1ybro5Lkz1nfnZPvNNgzmP,2Y3MoJnWVggIj008BVJG10,Esso,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,"{""Gas Station""}",Via Rombon 50,Milano,20134,IT,rooftop,45.4862739,9.2442644,https://www.esso.com,https://www.google.com/maps/place/?q=place_id:ChIJWRs6W1HGhkcRne_Av3Irf6o,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/2Y3MoJnWVggIj008BVJG10/l,102.41,kg,2024-03-08T14:38:00.678+02:00,64f162ab20bb13dc803ee19e14b390d1358c3a94a0a5173657d400860689d658,79,EUR
gw3FO0Wb45aS7eigLAPWC3,8aJKjmVLQK0S5gQyLPmB1M,HP,bricks,Electronics,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/145/l,"{""Electronics Goods"",""Pc And Accessories""}",Via Carlo Donat Cattin 5,Cernusco sul Naviglio,20063,IT,rooftop,45.5186309,9.347579,https://www.hp.com,https://www.google.com/maps/place/?q=place_id:ChIJPauag9bJhkcR9WWoFyeLlHw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/8aJKjmVLQK0S5gQyLPmB1M/l,1.34,kg,2023-06-06T14:39:00.678+02:00,2854d7b2a32f677d9260fa969c42e42bc01e29a40c52f9a2490b737ae11957f8,3.95,EUR
8f46507c038a4074b2efd4,2zv50lyeDWGtpQAGvle75W,Walgreens,bricks,Health,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/155/l,{Pharmacy},Powell Street 459,San Francisco,94102,US,rooftop,37.7890564,-122.4088043,https://www.walgreens.com,https://www.google.com/maps/place/?q=place_id:ChIJA-bql46AhYAR03-lTvmOYsM,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/2zv50lyeDWGtpQAGvle75W/l,6.13,kg,2024-11-24T07:08:00.789-04:00,00ebc71d4f83e39abd855ebf3a135332fbdfaa1a86ef43ea93462ba2e14b4c3d,27.2,EUR
0BNFuu0nHKNwwS0ZJ4Hkzg,bZ3AVy7z9m7tk4gEWEPbdv,Walmart,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",537 Johansen Expy,Fairbanks,99701,US,rooftop,64.856378,-147.689549,https://www.walmart.com,https://www.google.com/maps/place/?q=place_id:ChIJByCmW2lFMlERvYTvH_LjRZY,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bZ3AVy7z9m7tk4gEWEPbdv/l,3.63,kg,2023-09-22T07:09:00.789-04:00,acba353b60584cff2e0637b859d32ef220302acfb27c91cec6ca1c8d3889c72e,7.85,EUR
bdYXzZE3mk5tk1rrqZRVDX,nZ4b3zpjYvdt5VBgJAGQER,PuzzleSalads,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{""Restaurant Without A Waiter"",""Healthy Fast Food"",Sustainable,""Healthy Lifestyle""}",Radlická 3185/1c,Praha 5 - Smíchov,15000,CZ,rooftop,50.071557,14.401228,https://puzzlesalads.cz,https://www.google.com/maps/place/?q=place_id:ChIJw2QAU2mVC0cROTEjqSZ0R1c,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/nZ4b3zpjYvdt5VBgJAGQER/l,3.91,kg,2024-01-31T13:59:00.543+01:00,225e39824959cb76f89971baf942e586b357d427ed01dd3b4e014c37737b7872,7.9,EUR
PkNzXGYQpvycVyZPM9mj3g,EreJJq8PpzzHERAoGoaAMQ,Rituals,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery"",""Natural Cosmetics""}",Rue des Clefs 30,Colmar,68000,FR,rooftop,48.0786945,7.3596255,https://www.rituals.com,https://www.google.com/maps/place/?q=place_id:ChIJfTd81FdlkUcR3XMEWJDK_Yw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/EreJJq8PpzzHERAoGoaAMQ/l,3,kg,2023-12-30T14:24:00.876+02:00,33e6eb6c0d80e72e9595936c33a60c05ab85bbb3261f23ccd9fd21c3976dadfb,24.15,EUR
8g1A3mMnaArtz0vbydJgEy,aAJeKarq9Ef7lvGVKbyd5,Foot Locker,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Accessories"",Footwear,""Clothing - Other""}",Via Enrico Berlinguer,Busnago,20040,IT,rooftop,45.620898,9.475449,https://www.footlocker.eu,https://www.google.com/maps/place/?q=place_id:ChIJ0Wy-l6qzhkcRuzvqUh2gaaw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/aAJeKarq9Ef7lvGVKbyd5/l,11.49,kg,2024-05-10T14:40:00.678+02:00,d012edfe144dd4da697dd3e9f26c9d67cc9971831c9cd4baff3f714fc2c41b67,19.95,EUR
IOc6g5Wd9Q6sCyjBGobnTm,mnvY99Kqn2Vcm7eeLE787v,TK Maxx,bricks,Shopping Online,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1483997/l,"{""Eshop With Everything"",""Shopping Online""}",Mariahilfer Straße 77,Wien,1060,AT,rooftop,48.1978871,16.3494716,https://www.tkmaxx.com,https://www.google.com/maps/place/?q=place_id:ChIJb6BH9IsHbUcRPTyHBhqVbU4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/mnvY99Kqn2Vcm7eeLE787v/l,18.35,kg,2023-11-08T14:17:00.345+02:00,3b4cd7897ae874ecfc516810deaa4e3b33242085fd40cb3a4cdeb873a25b64f3,48.65,EUR
PrrMbM8MLpqUQX4njXkAZP,QM0EaBzmJlbU3l7Agl21LB,Maxol,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,"{""Gas Station"",""Car - Washing""}",N24,Carrick-On-Suir,E32N235,IE,rooftop,52.3506191,-7.3924253,https://www.maxol.ie,https://www.google.com/maps/place/?q=place_id:ChIJCxu5E-fWQkgRhe23KpqCJhU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/QM0EaBzmJlbU3l7Agl21LB/l,51.12,kg,2024-04-16T12:23:00.432+01:00,17ce87ee4fcc7c2e7dc4f342c5568e492b3aabb53ee9e76fe96edbd0c26e0128,37.8,EUR
dGp24jbXDgzFJB74NLBMEy,0b04afe1de1f4079b790a9,Coffee Island,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,{Cafe},Leoforos Papanikolaou 79,Pefka,57010,GR,rooftop,40.6568659,22.9900075,https://www.coffeeisland.com,https://www.google.com/maps/place/?q=place_id:ChIJ7Z5Z1wQ4qBQRSqWq8WebtEU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/0b04afe1de1f4079b790a9/l,0.6,kg,2023-10-04T15:31:00.345+03:00,a7c464baf0bbf2f04974e15d217a3320cd7627539bf98157589dc237c9ff0000,4.7,EUR
FaVvOt9Z1ckygWUJ1MIMXZ,eWQ0pYNqPveUrlXD0WK3Jo,Harrods,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",Brompton Road 87-135,London,SW1X7XL,GB,rooftop,51.4994055,-0.1632344,https://www.harrods.com,https://www.google.com/maps/place/?q=place_id:ChIJ_zAq7TgFdkgRQg1OSw1j7hU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eWQ0pYNqPveUrlXD0WK3Jo/l,4.26,kg,2024-02-03T12:11:00.321+01:00,b46914f40c7764feb4f7275312be51d046bfb378a725386d8a6e4d46f634d6cd,17.65,EUR
1bp0gYDDL5Nt2jlJBNbjvX,zAK7ARydyWEsMkN9g9LJN8,Marriott Bonvoy Hotels,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{Accommodations,""Hotels And Guesthouses"",Sustainable}",Pitt Street 30,Sydney,2000,AU,rooftop,-33.8628027,151.2094187,https://www.marriott.com,https://www.google.com/maps/place/?q=place_id:ChIJC-dWE0KuEmsR_cLanc3QLkc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/zAK7ARydyWEsMkN9g9LJN8/l,77.03,kg,2023-12-06T22:00:00.345+10:00,50af331025b96c86b0404b6935f1fd38df4a64fafdf9bde8cd6ef75f17b9b1b8,80.75,EUR
PZ90YzYkJvysL42Q3MXXgN,yPn1dPn2pvoHZVQ7Q12j3e,Adidas,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{Sportswear,""Sports And Outdoor Equipment"",Sustainable}",Ul.Prof Rozanskiego 32,Kraków,32-085,PL,rooftop,50.110476,19.84669,https://www.adidas.com,https://www.google.com/maps/place/?q=place_id:ChIJSSthEbpZFkcRxzqvoD66-Hk,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/yPn1dPn2pvoHZVQ7Q12j3e/l,30.31,kg,2024-03-26T13:54:00.789+01:00,220ca77dfd8896320822d267a8f7fa598599db6f7a03ed00e74e54b5db6e83bb,102.9,EUR
Zyq43cfsnXH1poCQADrZlH,vdb0zGeV72AHobA37rnb5p,Burger King,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{""Restaurant Without A Waiter""}",Rahtitie 3,Vantaa,1530,FI,rooftop,60.3135221,24.973418,https://hmshost.international,https://www.google.com/maps/place/?q=place_id:ChIJm-fUzs4LkkYRySykg3GHFV8,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/vdb0zGeV72AHobA37rnb5p/l,40.92,kg,2023-05-29T15:01:00.987+03:00,b20047de6ed68e7a37d44aeb2ec8da1d6aeeb25a6ca8ca290bb177c04857aae6,111.85,EUR
jAVWv3y7VACgRGAr1eDok,py93Dl4Xb0ZHP1GoXloAJq,UNIQLO,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Rue Saint-Honoré 151,Paris,75001,FR,rooftop,48.8623814,2.3379663,https://www.uniqlo.com,https://www.google.com/maps/place/?q=place_id:ChIJ55sREiRu5kcR2m3NDcM3i2g,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/py93Dl4Xb0ZHP1GoXloAJq/l,9.82,kg,2024-09-30T14:25:00.876+02:00,4bea7047e82e41f731db06a8e46a9d66061f2ab62af91607d2489b356612afe9,19.35,EUR
sDl7pNB2LCE5wXqv9iq10x,rBoXJ1kErezCbD8pJLRVva,Nespresso,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,"{""Delicatessen And Specialized Stores"",Coffee}",Hauptplatz 16,Graz,8010,AT,rooftop,47.071307,15.438973,https://www.nespresso.com,https://www.google.com/maps/place/?q=place_id:ChIJC2EID4I1bkcR4ArCdETMCGk,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/rBoXJ1kErezCbD8pJLRVva/l,4.73,kg,2023-06-16T14:18:00.345+02:00,c6bed9da33ad89e2ab610b4865ab5b000dec047d67d159cee3a16202f91dc389,14.15,EUR
Rwmj37R4cG4WoEjWdDxiQO,XYPWQdepDmI3XklAEpRmZ,Nike,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{Sportswear,""Sports And Outdoor Equipment""}",Newbury Street 200,Boston,2116,US,rooftop,42.3501178,-71.0799762,https://www.nike.com,https://www.google.com/maps/place/?q=place_id:ChIJgSkZog5644kRxjF0nvb26nY,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/XYPWQdepDmI3XklAEpRmZ/l,65.21,kg,2024-01-13T07:10:00.789-04:00,da6127b0e7789b5644ae2c85aabe68f86f1127a04180035385a9068ce490bdf1,140,EUR
Ln52xAAZ8UY5g39uWFWlIj,Jze3vp9VbjQIWg0dlN7M13,Transport for London - TFL,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{""Public Transport"",""Local Transport""}",Eversholt Street 46,London,NW1 2EP,GB,rooftop,51.5276568,-0.133665,https://tfl.gov.uk,https://www.google.com/maps/place/?q=place_id:ChIJxVP1tCUbdkgRUsspQ-dTrt8,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Jze3vp9VbjQIWg0dlN7M13/l,3.72,kg,2023-03-21T12:12:00.321+01:00,94bd089845eb3be956582816cd7bafc93c076544e1851799f6bfdff00c48f812,16.65,EUR
5TODpFYnVLSQomhFuQmI3h,bMvGJzAW1e0ILQZQ0J0jnP,Costco Wholesale,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",Hartspring Lane,Bushey,WD25 8JS,GB,rooftop,51.663744,-0.361246,https://www.costco.co.uk,https://www.google.com/maps/place/?q=place_id:ChIJf0tbMkcVdkgR6GOKSnmsy1k,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bMvGJzAW1e0ILQZQ0J0jnP/l,6.7,kg,2024-04-30T12:13:00.321+01:00,cbadc124e365d3bdd5ba7ce0ce23cb9f22ba7dfce93fa4adb0c54f948f391dfd,27.75,EUR
gkM15EjAeojxLEgEyzf13A,bMvGJzAW1e0ILQZQ0J0jnP,Costco Wholesale,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",Waterloo Road 30,Liverpool,L3 7HY,GB,rooftop,53.415063,-2.997328,https://www.costco.co.uk,https://www.google.com/maps/place/?q=place_id:ChIJ78_HzTQhe0gRWBbyEvhF8CY,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bMvGJzAW1e0ILQZQ0J0jnP/l,1.4,kg,2023-02-19T12:14:00.321+01:00,c3b4719c27c061546b718800097f0f8957c29ed3edf6d0c9e891cfab8eced329,5.8,EUR
oGAjHp9QTJPqMNUZQbwp4t,bMvGJzAW1e0ILQZQ0J0jnP,Costco Wholesale,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",Second Way 30,Wembley,HA9 0YJ,GB,rooftop,51.5565531,-0.2721979,https://www.costco.co.uk,https://www.google.com/maps/place/?q=place_id:ChIJoS9UboIRdkgRDD7w5AZq-4c,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bMvGJzAW1e0ILQZQ0J0jnP/l,45.31,kg,2024-07-06T12:15:00.321+01:00,96c7cc5e06ed31921c3215c732191dd85dc53d0c59f8018d5a5b528fdf5b1d55,187.59,EUR
M0okGomWEbVHmvMeLWlQL9,MEJWY0R5poPukJ2oQeN2Wv,Pizza Express,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{Restaurant,""Italian Restaurant / Pizzeria""}",Boscawen Street 1,Truro,TR12QU,GB,rooftop,50.2633238,-5.0500915,https://www.pizzaexpress.com,https://www.google.com/maps/place/?q=place_id:ChIJcXQGQUkWa0gRl9IV_8moOt0,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/MEJWY0R5poPukJ2oQeN2Wv/l,23.65,kg,2023-11-17T12:16:00.321+01:00,f275e03f5387f40f7375a9821740665c75c0fa1c639683e1e2593591e489c232,92.45,EUR
gnpBJ6X6B7Qfn6lMFBA2aH,Redq2m9embAuad2nJNAA95,Sephora,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery""}",Broadway 1535,New York,10036,US,rooftop,40.7585862,-73.9858202,https://www.sephora.com,https://www.google.com/maps/place/?q=place_id:ChIJr_1501RYwokRaB5nfHMAHDU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Redq2m9embAuad2nJNAA95/l,7.94,kg,2024-08-12T07:11:00.789-04:00,4ddf735e6f8a77e303ce70d7111c93929a3b01891315993a051da9062f308f15,59.5,EUR
QeyMzNXgAAvFL2nqNDz0eR,nZqn5pmd5X7Ij2RgmAqagZ,John Lewis,bricks,Shopping Online,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1483997/l,"{""Eshop With Everything"",""Shopping Online""}",Sloane Square,London,SW1W 8EL,GB,rooftop,51.4923135,-0.1587667,http://www.johnlewis.com,https://www.google.com/maps/place/?q=place_id:ChIJ4aBEaRYFdkgRyLffkE327iE,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/nZqn5pmd5X7Ij2RgmAqagZ/l,5.81,kg,2023-01-04T12:17:00.321+01:00,1993f90b2231f806b71554bf2c3007864de2ed8467f6147ac32a981129593342,12.45,EUR
